"","Name","TotalM","TotalF","Dif"
"3753","Kacie",32,11588,0.994492254733219
"3754","Haskell",3622,10,0.994493392070485
"3755","Rita",778,282394,0.994505106437077
"3756","Valerie",694,251925,0.994505559755996
"3757","Leona",294,106830,0.994511033941974
"3758","Judith",1241,451203,0.994514238226167
"3759","Marta",46,16738,0.994518589132507
"3760","Ellen",744,271678,0.994537886073812
"3761","Amanda",2138,781807,0.99454553571998
"3762","Janet",1518,555414,0.994548706125703
"3763","Bobbi",64,23422,0.994549944647875
"3764","Ruel",1830,5,0.994550408719346
"3765","Peggy",799,292512,0.994551857925547
"3766","Jackson",194852,532,0.994554313556893
"3767","Marquita",30,11002,0.994561276287165
"3768","Sheila",647,237558,0.994567704288323
"3769","Janel",32,11767,0.99457581150945
"3770","Simon",54057,147,0.994576046048262
"3771","Sallie",135,49692,0.994581251128906
"3772","Gregoria",6,2209,0.994582392776524
"3773","Allan",93164,253,0.994583426999369
"3774","Glenda",295,108948,0.994599196287176
"3775","Miles",66888,181,0.994602573469114
"3776","Trey",35871,97,0.994606316725979
"3777","Sanders",2221,6,0.994611585092052
"3778","Christiane",6,2222,0.994614003590664
"3779","Nick",48894,132,0.994615102190674
"3780","Phyllis",870,322291,0.994615686917666
"3781","Amy",1846,684593,0.994621517716796
"3782","Josefina",35,12980,0.994621590472532
"3783","Donna",2232,830272,0.994637863601856
"3784","Deloris",93,34658,0.994647636039251
"3785","Blane",4101,11,0.994649805447471
"3786","Shanell",12,4475,0.994651214620013
"3787","Winton",1865,5,0.994652406417112
"3788","Diane",1386,517684,0.994659679811971
"3789","Tiara",61,22821,0.99466829822568
"3790","Jovany",4121,11,0.994675701839303
"3791","Amber",980,367225,0.994676878369387
"3792","Sherrod",1881,5,0.994697773064687
"3793","Burl",7154,19,0.994702356057438
"3794","Emma",1576,593970,0.994707377767628
"3795","Ashleigh",83,31315,0.994713039047073
"3796","Lizzie",102,38562,0.994723774053383
"3797","Victoria",1226,464267,0.994732466438808
"3798","Dominga",10,3793,0.994740993952143
"3799","Carly",160,60697,0.9947417716943
"3800","Silvia",51,19364,0.994746330157095
"3801","Chanda",16,6079,0.994749794913864
"3802","Tyla",7,2660,0.994750656167979
"3803","Maxwell",79877,210,0.9947557031728
"3804","Vidal",3804,10,0.994756161510225
"3805","Miriam",275,104626,0.99475696132544
"3806","Gina",399,151809,0.994757174392936
"3807","Caelyn",5,1903,0.994758909853249
"3808","Johanna",129,49180,0.994767689468454
"3809","Elwood",20232,53,0.994774463889573
"3810","Kristina",352,134438,0.994777060612805
"3811","Theron",12230,32,0.994780623063122
"3812","Jarrod",24876,65,0.994787698969568
"3813","Delbert",46709,122,0.994789776003075
"3814","Susana",52,19934,0.994796357450215
"3815","Melanie",609,233540,0.994798184062285
"3816","Sabrina",348,133475,0.994799100304133
"3817","Geoffrey",53774,140,0.994806543754869
"3818","Tavaris",2307,6,0.994811932555123
"3819","Addyson",33,12698,0.994815803943131
"3820","Anne",829,319471,0.994823602872307
"3821","Stewart",30855,80,0.99482786487797
"3822","Rodolfo",32026,83,0.994830109938024
"3823","Linda",3756,1450843,0.994835690111158
"3824","Laurance",1933,5,0.99484004127967
"3825","Heidi",361,139692,0.994844808750973
"3826","Krystal",190,73539,0.994845990044623
"3827","Graciela",39,15097,0.994846723044397
"3828","Guillermo",28682,74,0.994853248017805
"3829","Flora",173,67322,0.994873694347729
"3830","Mariana",84,32736,0.994881170018282
"3831","Landan",1949,5,0.994882292732856
"3832","Wendall",2339,6,0.994882729211087
"3833","Tabitha",146,56960,0.99488670192274
"3834","Caitlin",283,110413,0.994886897448869
"3835","Arlene",362,141555,0.994898426545093
"3836","Elaine",654,255827,0.99490020703288
"3837","Mikala",10,3912,0.994900560938297
"3838","Blanche",223,87340,0.994906524445257
"3839","Kristy",179,70109,0.994906669701798
"3840","Maggie",282,110458,0.99490698934441
"3841","Rosalio",1960,5,0.994910941475827
"3842","Sheryl",200,78602,0.994923986700845
"3843","Megan",1103,434265,0.994933022178938
"3844","Joziah",1973,5,0.994944388270981
"3845","Elmore",3953,10,0.994953318193288
"3846","Owen",148663,376,0.994954340810124
"3847","Dina",76,30067,0.994957369870285
"3848","Drake",30863,78,0.994958146149123
"3849","Kent",67905,171,0.99497620306716
"3850","Lori",853,340393,0.995000674000574
"3851","Harmon",6385,16,0.995000781127949
"3852","Melinda",337,134584,0.995004484105514
"3853","Damion",15577,39,0.99500512295082
"3854","Darel",1998,5,0.99500748876685
"3855","Jacob",875334,2188,0.995013230437527
"3856","Damond",2006,5,0.995027349577325
"3857","Rex",56256,140,0.99503510887297
"3858","Elias",61965,154,0.995041774658317
"3859","Juliann",18,7265,0.995056982012907
"3860","Alexandria",230,93167,0.99507478826943
"3861","Johna",6,2442,0.995098039215686
"3862","Lucia",91,37056,0.995100546477508
"3863","Syed",4486,11,0.995107849677563
"3864","Wade",66484,163,0.995108557024322
"3865","Desiree",198,80865,0.995114910625069
"3866","Windy",12,4905,0.995118974984747
"3867","Leonardo",50697,124,0.995120127506346
"3868","Britney",83,33992,0.995128393250183
"3869","Boyd",26627,65,0.995129626854488
"3870","Javin",2049,5,0.995131450827653
"3871","Samone",5,2049,0.995131450827653
"3872","Carina",35,14345,0.995132127955494
"3873","Kathryn",1094,448573,0.995134177068809
"3874","Lena",326,133684,0.995134691440937
"3875","Orland",2051,5,0.995136186770428
"3876","Autumn",264,108483,0.995144693646721
"3877","Ivonne",14,5767,0.995156547310154
"3878","Woody",4121,10,0.995158557250061
"3879","Kane",9897,24,0.995161778046568
"3880","Renae",33,13642,0.995173674588665
"3881","Reyna",32,13238,0.99517709118312
"3882","Jill",502,207801,0.995180098222301
"3883","Marsha",251,103991,0.995184282726732
"3884","Abraham",81263,196,0.995187763169202
"3885","Alisha",131,54365,0.995192307692308
"3886","Meghan",226,93829,0.995194301206741
"3887","Kipp",2080,5,0.995203836930456
"3888","Randle",2912,7,0.995203836930456
"3889","Tami",91,37865,0.99520497418063
"3890","Adrianne",31,12901,0.995205691308382
"3891","Jeshua",2081,5,0.995206136145733
"3892","Annis",7,2914,0.995207120849024
"3893","Jamon",2498,6,0.995207667731629
"3894","Kami",20,8342,0.995216455393447
"3895","Tonia",53,22129,0.995221350644667
"3896","Brycen",8773,21,0.995224016374801
"3897","Edd",5437,13,0.995229357798165
"3898","Roxana",26,10877,0.995230670457672
"3899","Joanne",504,210969,0.995233434055411
"3900","Martina",40,16752,0.995235826584088
"3901","Carole",264,110600,0.995237407995382
"3902","Eloise",111,46527,0.995239933101763
"3903","Lindsy",5,2096,0.995240361732508
"3904","Stella",369,154711,0.995241165849884
"3905","Katrina",238,99848,0.995244090082529
"3906","Kathleen",1693,710589,0.995246264822079
"3907","Erwin",20624,49,0.995259517244715
"3908","Demarcus",12257,29,0.995279179553964
"3909","Maud",31,13131,0.995289469685458
"3910","Staci",60,25419,0.99529023902037
"3911","Abel",41148,97,0.995296399563584
"3912","Benito",13236,31,0.995326750584156
"3913","Shelba",5,2136,0.995329285380663
"3914","Joye",8,3420,0.995332555425904
"3915","Latanya",23,9840,0.995336104633479
"3916","Pamela",1387,593660,0.995338183370389
"3917","Rubin",6849,16,0.995338674435543
"3918","Emmett",42847,100,0.995343097305982
"3919","Shelia",111,47699,0.995356619953985
"3920","Rosemary",358,153861,0.995357251700504
"3921","Melvyn",4298,10,0.99535747446611
"3922","Shawna",105,45239,0.995368736767819
"3923","Debbie",434,187574,0.995383175184035
"3924","Kurt",84909,196,0.995393925151284
"3925","Candice",155,67298,0.995404207374023
"3926","Hali",10,4344,0.995406522737712
"3927","Marissa",270,117646,0.995420468808304
"3928","Sebastian",114208,262,0.995422381409977
"3929","Molly",360,157199,0.99543028325897
"3930","Anahi",31,13544,0.995432780847145
"3931","Stefan",18363,42,0.995436022819886
"3932","Randolph",49102,112,0.995448449628155
"3933","Maureen",328,143866,0.995450573532879
"3934","Gavin",157093,358,0.995452553492833
"3935","Finis",2195,5,0.995454545454545
"3936","Cassandra",377,165576,0.995456544925371
"3937","Ambar",5,2196,0.995456610631531
"3938","Lyndsey",32,14072,0.995462280204197
"3939","Hilda",183,80475,0.995462322398274
"3940","Tim",82847,188,0.995471789004637
"3941","Susan",2540,1120469,0.995476438746261
"3942","Javion",4876,11,0.995498260691631
"3943","China",10,4433,0.995498537024533
"3944","Suzanne",493,218597,0.995499566388242
"3945","Natalie",741,329029,0.995505958698487
"3946","Avril",5,2221,0.995507637017071
"3947","Eleanor",601,267552,0.995517484421207
"3948","Deborah",1658,739273,0.995524549519456
"3949","Misael",7135,16,0.995525101384422
"3950","Tyron",7144,16,0.995530726256983
"3951","Cheryl",980,438994,0.995545191306759
"3952","Alexa",241,108018,0.995547714277797
"3953","Dolly",44,19730,0.995549711742692
"3954","Ismael",32844,73,0.995564601877449
"3955","Rachael",181,81502,0.995568233292117
"3956","Kathy",739,333127,0.995573074227385
"3957","Briana",201,90621,0.995573759661756
"3958","Jeanne",361,162820,0.995575465280884
"3959","Caleb",252660,560,0.995576968643867
"3960","Queen",31,13997,0.995580268035358
"3961","Kristine",185,83676,0.995587937181765
"3962","Yesica",5,2264,0.99559277214632
"3963","Eileen",407,184813,0.995605226217471
"3964","Tricia",88,40022,0.995612066816255
"3965","Corban",2729,6,0.995612431444241
"3966","Jair",5008,11,0.995616656704523
"3967","Nicolas",79414,174,0.995627481529879
"3968","Tania",60,27395,0.995629211436897
"3969","Loma",5,2283,0.995629370629371
"3970","Marjorie",594,271299,0.995630634109742
"3971","Marek",2295,5,0.995652173913044
"3972","Brain",4591,10,0.995653118887198
"3973","Mahlon",5060,11,0.995661605206074
"3974","Bettie",83,38291,0.995674154375358
"3975","Eldon",25401,55,0.995678818353237
"3976","Joaquin",24491,53,0.995681225554107
"3977","Burton",22197,48,0.995684423465947
"3978","Della",144,66783,0.995696803980456
"3979","Jeff",119690,258,0.995698135858872
"3980","Koen",2320,5,0.995698924731183
"3981","Bree",17,7893,0.995701643489254
"3982","Angie",131,60854,0.995703861605313
"3983","Derick",18156,39,0.995713107996702
"3984","Gilberto",27046,58,0.995720188902007
"3985","Kailee",23,10735,0.995724112288529
"3986","Renato",2809,6,0.995737122557727
"3987","Johnathon",24365,52,0.995740672482287
"3988","Samantha",1186,555941,0.99574244292594
"3989","Marcia",283,132878,0.995749506236811
"3990","Jaclyn",103,48372,0.995750386797318
"3991","Zina",10,4707,0.995760016959932
"3992","Ani",5,2356,0.995764506565015
"3993","Emily",1716,808754,0.995765420064901
"3994","Katie",494,233307,0.995774184028298
"3995","Glory",8,3783,0.995779477710367
"3996","Darell",4735,10,0.995785036880927
"3997","Chelsey",65,30843,0.995793969198913
"3998","Sherri",176,83535,0.995795056802571
"3999","Delmer",7605,16,0.995801075974282
"4000","Charlotte",655,311367,0.995801578093852
"4001","Belinda",150,71330,0.995803021824287
"4002","Moises",24773,52,0.995810674723062
"4003","Trent",48632,102,0.995814010752247
"4004","Priscilla",245,116908,0.995817435319625
"4005","Violet",257,122727,0.995820594548884
"4006","Marcello",4780,10,0.995824634655532
"4007","Shaquita",5,2391,0.995826377295493
"4008","Abbey",35,16738,0.99582662612532
"4009","Sadie",228,109059,0.995827500068627
"4010","Luke",232009,485,0.995827849320843
"4011","Sandi",21,10054,0.995831265508685
"4012","Jalil",2396,5,0.995835068721366
"4013","Debra",1146,550179,0.995842742484016
"4014","Major",12963,27,0.995842956120092
"4015","Latisha",38,18326,0.995861468089741
"4016","Daina",5,2412,0.995862639635912
"4017","Diego",94232,195,0.995869825367744
"4018","Mozelle",11,5322,0.995874742171386
"4019","Wyatt",118421,244,0.995887582690768
"4020","Elysia",7,3405,0.995896834701055
"4021","Arline",36,17533,0.995901872616541
"4022","Bettye",47,22922,0.995907527537115
"4023","Melva",29,14144,0.995907711846469
"4024","Orin",5373,11,0.99591381872214
"4025","Beth",325,158966,0.995919417920661
"4026","Lon",9788,20,0.995921696574225
"4027","Cal",4896,10,0.995923359152059
"4028","Colleen",330,161835,0.995930071223754
"4029","Nina",250,122706,0.995933504668337
"4030","Leah",417,205114,0.995942217962254
"4031","Ariana",168,82786,0.995949562408082
"4032","Krista",148,72969,0.995951693860525
"4033","Rubi",14,6909,0.995955510616785
"4034","Iesha",15,7404,0.995956328346138
"4035","Rashida",6,2963,0.995958235095992
"4036","Buddy",22225,45,0.995958688819039
"4037","Keisha",44,21745,0.995961264858415
"4038","Kenney",2474,5,0.9959661153691
"4039","Malcolm",58912,119,0.99596822008775
"4040","Alda",10,4951,0.99596855472687
"4041","Sharif",2476,5,0.995969367190649
"4042","Deante",2477,5,0.99597099113618
"4043","Cathy",343,169944,0.995971506926542
"4044","Ericka",46,22796,0.995972331669731
"4045","Imogene",55,27263,0.995973350904166
"4046","Kaley",25,12446,0.995990698420335
"4047","Elden",5478,11,0.995991983967936
"4048","Madysen",5,2495,0.996
"4049","Deanna",266,133044,0.996009301627785
"4050","Amos",32021,64,0.996010596852112
"4051","Tia",64,32155,0.996027188925789
"4052","Deangelo",10554,21,0.996028368794326
"4053","Saul",37276,74,0.996037483266399
"4054","Lucas",201568,400,0.99603897647152
"4055","Jaleesa",6,3028,0.996044825313118
"4056","Millard",16678,33,0.996050505654958
"4057","Cecilia",177,89579,0.996055973973885
"4058","Shauna",55,27873,0.996061300486967
"4059","Irving",43154,85,0.996068364208238
"4060","Shanika",11,5585,0.996068620443174
"4061","Sherwood",5594,11,0.996074933095451
"4062","Dianne",186,95044,0.996093667961777
"4063","Braydon",11755,23,0.996094413312956
"4064","Gerard",57322,112,0.996099871156458
"4065","Eben",3077,6,0.996107687317548
"4066","Fernanda",26,13341,0.996109822697688
"4067","Ron",35937,70,0.996111867136946
"4068","Reginal",2568,5,0.996113486202876
"4069","Esperanza",35,17996,0.99611779712717
"4070","Brock",38581,75,0.996119619205298
"4071","Deneen",7,3603,0.99612188365651
"4072","Ina",65,33497,0.996126571718014
"4073","Bethany",184,95032,0.996135103343976
"4074","Vicki",295,153161,0.996155249713273
"4075","Domingo",13534,26,0.996165191740413
"4076","Maya",152,79307,0.996174127537472
"4077","Hansel",2610,5,0.996175908221797
"4078","Catina",8,4177,0.996176821983274
"4079","Ravi",2618,5,0.996187571483035
"4080","Irvin",38848,74,0.996197523251632
"4081","Leola",53,27885,0.996205884458444
"4082","Johana",11,5791,0.996208204067563
"4083","Jannie",28,14755,0.996211864980045
"4084","Trevon",13192,25,0.996216993266248
"4085","Amie",40,21135,0.996221959858324
"4086","Macie",31,16392,0.996224806673567
"4087","Sheri",114,60376,0.996230781947429
"4088","Yadira",23,12192,0.996234138354482
"4089","Nolen",2653,5,0.996237772761475
"4090","Brittani",22,11685,0.996241564875715
"4091","Hardy",5313,10,0.996242720270524
"4092","Magali",6,3190,0.996245306633292
"4093","Janee",6,3193,0.996248827758675
"4094","Arielle",40,21307,0.996252400805734
"4095","Candace",158,84183,0.996253305035511
"4096","Jaxson",26109,49,0.996253536203074
"4097","Coleman",15461,29,0.996255648805681
"4098","Tillie",27,14397,0.996256239600666
"4099","Latrice",17,9068,0.996257567418822
"4100","Rohan",8557,16,0.996267350985653
"4101","Melody",164,87805,0.996271413793495
"4102","Abigail",598,321453,0.996286302480042
"4103","Greg",77454,143,0.996314290500921
"4104","Brandie",29,15736,0.996320964161116
"4105","Sandie",5,2715,0.996323529411765
"4106","Buffy",6,3263,0.996329152646069
"4107","Moshe",11422,21,0.99632963383728
"4108","Rosamond",6,3266,0.996332518337408
"4109","Chyanne",5,2749,0.996368917937545
"4110","Jake",116637,212,0.996371385292129
"4111","Jenna",257,141435,0.996372413403721
"4112","Kisha",12,6607,0.99637407463363
"4113","Walton",5506,10,0.996374184191443
"4114","Truman",14323,26,0.996376054080424
"4115","Weldon",13788,25,0.996380221530442
"4116","Alonza",3310,6,0.996381182147165
"4117","Alphonso",14924,27,0.996388201458096
"4118","Kristi",138,76292,0.996388852544812
"4119","Naomi",262,145324,0.996400752819639
"4120","Leonor",10,5557,0.996407400754446
"4121","Tomika",5,2781,0.996410624551328
"4122","Olen",7231,13,0.996410822749862
"4123","Mariah",182,101409,0.996417005443396
"4124","Dave",63647,114,0.996424146421794
"4125","Nettie",88,49245,0.996432408327083
"4126","Karmen",10,5604,0.996437477734236
"4127","Valeria",105,58924,0.996442426603873
"4128","Keely",21,11832,0.996456593267527
"4129","Sid",2822,5,0.996462681287584
"4130","Stephon",7934,14,0.996477101157524
"4131","Olivia",662,376372,0.99648838035827
"4132","Alain",3413,6,0.996490201813396
"4133","Emanuel",46772,82,0.996499765228156
"4134","Kenia",12,6851,0.99650298703191
"4135","Grant",115465,202,0.996507214676615
"4136","Gardner",2859,5,0.996508379888268
"4137","Meagan",72,41228,0.996513317191283
"4138","Dena",56,32076,0.996514378189966
"4139","Delia",62,35561,0.996519102826825
"4140","Faith",216,124623,0.996539542931296
"4141","Brenden",24282,42,0.996546620621608
"4142","Lydia",264,153325,0.996562253807239
"4143","Efrain",16863,29,0.996566421974899
"4144","Noelle",50,29079,0.996566995090803
"4145","Antone",5819,10,0.996568879739235
"4146","Hailey",249,144978,0.996570885579128
"4147","Kayla",565,329115,0.996572433875273
"4148","Yessenia",12,7020,0.996587030716723
"4149","Miranda",183,107086,0.99658801704127
"4150","Clint",31605,54,0.996588647777883
"4151","Brianna",412,241165,0.996589079258373
"4152","Cedrick",5867,10,0.996596903181896
"4153","Reba",60,35206,0.996597289173708
"4154","Gladis",5,2935,0.996598639455782
"4155","Kennedi",15,8807,0.996599410564498
"4156","Ethan",371668,633,0.996599525652631
"4157","Chadwick",12924,22,0.996601266800556
"4158","Liam",137181,233,0.996608788041975
"4159","Flossie",37,21792,0.996610014201292
"4160","Dejah",5,2945,0.996610169491525
"4161","Bridget",149,87766,0.996610362281749
"4162","Malaki",2956,5,0.996622762580209
"4163","Wilber",6526,11,0.996634541838764
"4164","Heriberto",9512,16,0.99664147774979
"4165","Mitchel",13083,22,0.996642502861503
"4166","Patience",17,10113,0.996643632773939
"4167","Velvet",5,2977,0.996646545942321
"4168","Perla",30,17905,0.996654586005018
"4169","Janelle",86,51369,0.996657273345642
"4170","Nereida",6,3591,0.996663886572144
"4171","Cristobal",6594,11,0.99666919000757
"4172","Becky",144,86432,0.996673442986509
"4173","Rebekah",119,71427,0.996673468817264
"4174","Elvira",44,26452,0.996678743961353
"4175","Rick",81251,135,0.996682476101541
"4176","Santiago",45757,76,0.996683612244453
"4177","Tomeka",6,3627,0.996696944673823
"4178","Pablo",41724,69,0.996698011628742
"4179","Martez",3638,6,0.996706915477497
"4180","Kermit",16408,27,0.99671432917554
"4181","Dick",29270,48,0.996725561088751
"4182","Hannah",670,409268,0.9967312130127
"4183","Ansel",3055,5,0.996732026143791
"4184","Emilio",34833,57,0.996732588134136
"4185","Rowdy",3056,5,0.996733093760209
"4186","Phillis",6,3677,0.996741786587021
"4187","Lela",68,41724,0.996745788667688
"4188","Fatima",46,28437,0.996770003159779
"4189","Nadia",62,38500,0.996784399149422
"4190","Jaycie",5,3105,0.996784565916399
"4191","Sylas",3106,5,0.996785599485696
"4192","Mindy",67,41635,0.996786724857321
"4193","Eleazar",4352,7,0.99678825418674
"4194","Ulises",9331,15,0.996790070618446
"4195","Shaina",18,11217,0.996795727636849
"4196","Brianne",32,19954,0.996797758430902
"4197","Makayla",152,95097,0.996808365442157
"4198","Zechariah",8162,13,0.996819571865443
"4199","Colton",99252,158,0.99682124534755
"4200","Rosetta",44,27662,0.996823792680286
"4201","Milford",8188,13,0.996829654920132
"4202","Lona",17,10736,0.996838091695341
"4203","Jaqueline",23,14532,0.996839574029543
"4204","Ruthie",32,20263,0.996846513919685
"4205","Miah",10,6340,0.996850393700787
"4206","Jamia",6,3809,0.996854521625164
"4207","Chloe",285,180931,0.996854582376832
"4208","Marni",5,3224,0.996903065964695
"4209","Jovita",5,3229,0.996907854050711
"4210","Reuben",29111,45,0.996913156811634
"4211","Jeannie",55,35854,0.996936701105572
"4212","Quinton",27406,42,0.996939667735354
"4213","Lynda",119,77655,0.996939851364209
"4214","Ace",6528,10,0.996940960538391
"4215","Babette",5,3266,0.996942830938551
"4216","Lionel",28785,44,0.996947518124111
"4217","Porsha",6,3945,0.996962794229309
"4218","Ariane",5,3297,0.996971532404603
"4219","Orval",7913,12,0.996971608832808
"4220","Agustin",13855,21,0.996973191121361
"4221","Zachariah",24568,37,0.996992481203008
"4222","Makala",5,3321,0.996993385447986
"4223","Brynlee",10,6657,0.9970001499925
"4224","Kaylee",169,112675,0.997004714473078
"4225","Sana",5,3338,0.997008674842955
"4226","Janell",23,15373,0.997012210963887
"4227","Adilene",7,4685,0.997016197783461
"4228","Ulysses",16739,25,0.997017418277261
"4229","Sahara",5,3348,0.997017596182523
"4230","Melba",52,34821,0.997017750121871
"4231","Alli",5,3352,0.997021149836163
"4232","Tiera",6,4026,0.99702380952381
"4233","Maynard",14763,22,0.997024010821779
"4234","Cloe",5,3360,0.99702823179792
"4235","Omarion",3361,5,0.997029114676173
"4236","Jayla",51,34310,0.997031518291086
"4237","Salvatore",54581,81,0.997036332369836
"4238","Aimee",78,52594,0.997038274605103
"4239","Charlton",3372,5,0.997038791827065
"4240","Jaheim",3375,5,0.997041420118343
"4241","Margo",34,22977,0.997044891573595
"4242","Marina",51,34608,0.997057041461092
"4243","Trenton",52951,78,0.997058213430387
"4244","Kaitlyn",232,158601,0.99707869271499
"4245","Monet",6,4106,0.997081712062257
"4246","Alyssa",432,296309,0.997088369992687
"4247","Caroline",308,211287,0.99708877809022
"4248","Wilburn",10316,15,0.997096118478366
"4249","Elena",93,64013,0.997098555517424
"4250","Audrie",5,3444,0.997100608872137
"4251","Jayda",24,16562,0.99710599300615
"4252","Estella",55,38066,0.997114451352273
"4253","Loree",5,3463,0.997116493656286
"4254","Chantell",5,3473,0.997124784358827
"4255","Michaela",69,47928,0.997124820301269
"4256","Jerel",3484,5,0.99713384924047
"4257","Deonna",5,3487,0.997136311569301
"4258","Kurtis",17501,25,0.997147095743467
"4259","Thaddeus",22449,32,0.997153151550198
"4260","Rosalie",96,67370,0.997154122076305
"4261","Jacki",5,3514,0.997158283603296
"4262","Jacie",5,3519,0.997162315550511
"4263","Paulette",65,45787,0.997164791066911
"4264","Brien",3523,5,0.997165532879819
"4265","Dequan",3525,5,0.997167138810198
"4266","Florida",5,3527,0.997168742921857
"4267","Juwan",3531,5,0.997171945701357
"4268","Celia",74,52944,0.997208495228036
"4269","Serenity",59,42308,0.997214813416102
"4270","Brayan",12934,18,0.997220506485485
"4271","Darrick",7908,11,0.997221871448415
"4272","Aisha",27,19434,0.997225219670109
"4273","Dionna",5,3601,0.997226844148641
"4274","Harriet",121,87867,0.997249624948857
"4275","Ajay",3635,5,0.997252747252747
"4276","Lorine",12,8729,0.997254318727834
"4277","Marisa",66,48012,0.997254461500062
"4278","Genevieve",145,105577,0.997256956924765
"4279","Everly",5,3643,0.997258771929824
"4280","Mia",237,173551,0.997272538955509
"4281","Donal",3664,5,0.997274461706187
"4282","Gareth",3676,5,0.997283346916599
"4283","America",16,11813,0.99729478400541
"4284","Zander",15533,21,0.997299729972997
"4285","Madeline",235,174936,0.997316907478978
"4286","Trisha",53,39573,0.99732498864382
"4287","Cierra",36,26939,0.997330861909175
"4288","Lizbeth",31,23284,0.997340767746086
"4289","Myrna",42,31553,0.997341351479665
"4290","Claudine",15,11289,0.997346072186837
"4291","Jesenia",6,4524,0.997350993377483
"4292","Ransom",3772,5,0.997352396081546
"4293","Janette",42,31739,0.997356911362135
"4294","Kaitlin",75,56678,0.997356967913591
"4295","Paisley",24,18183,0.99736365134289
"4296","Lara",34,25864,0.99737431461889
"4297","Charmaine",20,15233,0.997377565069167
"4298","Jacquelyn",110,83788,0.99737776824239
"4299","Aracely",11,8389,0.997380952380952
"4300","Letha",25,19106,0.997386440855156
"4301","Hoyt",7644,10,0.997386987196237
"4302","Amelia",192,146882,0.997389069448033
"4303","Brenton",13778,18,0.997390547984923
"4304","Zachery",29106,38,0.997392259127093
"4305","Jonas",21491,28,0.997397648589619
"4306","Mirna",5,3840,0.99739921976593
"4307","Patricio",3842,5,0.997400571874188
"4308","Sophia",372,287379,0.997414431226998
"4309","Tariq",5446,7,0.997432605905006
"4310","Savannah",191,148687,0.997434140705813
"4311","Soledad",5,3893,0.997434581836839
"4312","Kenisha",5,3898,0.997437868306431
"4313","Justen",3909,5,0.997445068983138
"4314","Elnora",27,21126,0.997447170614097
"4315","Aaden",3915,5,0.997448979591837
"4316","Ashlyn",54,42313,0.997450846177449
"4317","Ignacio",17294,22,0.997458997458997
"4318","Davida",5,3936,0.997462572951028
"4319","India",27,21291,0.997466929355474
"4320","Nickolas",37140,47,0.997472234920806
"4321","Jessa",5,3952,0.997472832954258
"4322","Katelyn",161,127809,0.997483785262171
"4323","Doreen",58,46182,0.997491349480969
"4324","Maxim",4785,6,0.997495303694427
"4325","Viridiana",5,4004,0.997505612372163
"4326","Lynette",53,42592,0.99751436276234
"4327","Chantelle",8,6438,0.997517840521253
"4328","Berenice",11,8858,0.997519449768858
"4329","Selena",57,45960,0.9975226546711
"4330","Francesca",33,26641,0.99752568043788
"4331","Bradford",31494,39,0.997526400913329
"4332","Bilal",4042,5,0.997529033852236
"4333","Estevan",8098,10,0.997533300444006
"4334","Ava",249,202004,0.997537737388321
"4335","Cara",62,50390,0.997542218346151
"4336","Moses",36582,45,0.997542796297813
"4337","Nyah",5,4099,0.997563352826511
"4338","Sherryl",5,4103,0.997565725413827
"4339","Erna",11,9041,0.997569597878922
"4340","Malka",5,4125,0.997578692493947
"4341","Davonte",4128,5,0.997580450036293
"4342","Bradly",9104,11,0.997586396050466
"4343","Kierra",18,14903,0.997587293076871
"4344","Adria",7,5801,0.997589531680441
"4345","Ally",10,8290,0.997590361445783
"4346","Lynwood",4151,5,0.997593840230991
"4347","Aaliyah",84,69833,0.997597150907505
"4348","Cornelia",26,21630,0.997598817879571
"4349","Reynaldo",19145,23,0.997600166944908
"4350","Aurora",48,40019,0.99760401327776
"4351","Edmund",50188,60,0.997611845247572
"4352","Aditya",4202,5,0.997623009270264
"4353","Shamika",6,5047,0.997625173164457
"4354","Viviana",22,18555,0.997631479786833
"4355","Layla",73,61907,0.997644401419813
"4356","Ramiro",23770,28,0.997646861080763
"4357","Wilda",15,12744,0.997648718551611
"4358","Bryon",14449,17,0.997649661274713
"4359","Isabella",323,274913,0.997652923309451
"4360","Migdalia",5,4260,0.997655334114889
"4361","Corine",17,14494,0.997656949900076
"4362","Stefanie",43,36794,0.997665390775579
"4363","Gearld",4281,5,0.997666822211853
"4364","Ahmad",15449,18,0.997672463955518
"4365","Dianna",64,55318,0.997688779747933
"4366","Estefany",5,4323,0.997689463955638
"4367","Brendon",19050,22,0.997692953020134
"4368","Charity",39,33798,0.997694831102048
"4369","Lizeth",9,7810,0.997697915334442
"4370","Aubree",31,26904,0.997698162242435
"4371","Silas",33862,39,0.997699182914958
"4372","Khadijah",7,6078,0.997699260476582
"4373","Kristie",44,38222,0.997700308367742
"4374","Kate",87,75769,0.997706180130774
"4375","Zavier",4369,5,0.997713763145862
"4376","Luna",17,14908,0.997721943048576
"4377","Mya",54,47380,0.99772315216933
"4378","Giselle",44,38693,0.997728270129334
"4379","Sonja",44,38754,0.997731841847518
"4380","Bernadette",60,52999,0.997738366723836
"4381","Jeramy",4417,5,0.997738579828132
"4382","Jayne",32,28319,0.997742584035836
"4383","Waylon",14162,16,0.99774298208492
"4384","Tressie",6,5319,0.99774647887324
"4385","Shari",46,40836,0.997749620860036
"4386","Dovie",10,8882,0.997750787224472
"4387","Lucious",4454,5,0.99775734469612
"4388","Isis",12,10715,0.997762654982754
"4389","Keshia",6,5381,0.997772415073325
"4390","Esteban",27806,31,0.997772748500197
